,Ticker,Name,Sector,Industry
378,BMLP,Bank Of Montreal,Finance,Commercial Banks
379,BKSC,Bank of South Carolina Corp.,Finance,Major Banks
380,BOTJ,"Bank of the James Financial Group, Inc.",Finance,Major Banks
381,OZK,Bank OZK,Finance,Major Banks
382,BSVN,Bank7 Corp.,Finance,Major Banks
383,BFIN,BankFinancial Corporation,Finance,Savings Institutions
384,BFL,BankFlorida,,
385,BWFG,"Bankwell Financial Group, Inc.",Finance,Major Banks
386,BANR,Banner Corporation,Finance,Major Banks
387,BZUN,Baozun Inc.,Consumer Services,Catalog/Specialty Distribution
388,DFVL,Barclays PLC,,
389,DFVS,Barclays PLC,,
390,DLBS,Barclays PLC,,
391,DTUL,Barclays PLC,,
392,DTUS,Barclays PLC,,
393,DTYL,Barclays PLC,,
394,DTYS,Barclays PLC,,
395,FLAT,Barclays PLC,,
396,STPP,Barclays PLC,,
397,TAPR,Barclays PLC,,
398,BBSI,"Barrett Business Services, Inc.",Technology,Professional Services
399,GOLD,Barrick Gold Corporation,Basic Industries,Precious Metals
400,BSET,"Bassett Furniture Industries, Incorporated",Consumer Durables,Home Furnishings
401,GLG,"Bat Group, Inc.",Finance,Major Banks
402,ZTEST,BATS BZX Exchange,,
403,BCML,BayCom Corp,Finance,Major Banks
404,BCBP,"BCB Bancorp, Inc. (NJ)",Finance,Savings Institutions
405,BECN,"Beacon Roofing Supply, Inc.",Consumer Services,RETAIL: Building Materials
406,BBGI,"Beasley Broadcast Group, Inc.",Consumer Services,Broadcasting
407,BBBY,Bed Bath & Beyond Inc.,Consumer Services,Home Furnishings
408,BGNE,"BeiGene, Ltd.",Health Care,Major Pharmaceuticals
409,BELFA,Bel Fuse Inc.,Capital Goods,Electrical Products
410,BELFB,Bel Fuse Inc.,Capital Goods,Electrical Products
411,BLPH,"Bellerophon Therapeutics, Inc.",Health Care,Major Pharmaceuticals
412,BLCM,"Bellicum Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
413,BNFT,"Benefitfocus, Inc.",Technology,Computer Software: Prepackaged Software
414,BNTC,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
415,BNTCW,Benitec Biopharma Limited,Health Care,Major Pharmaceuticals
416,BRY,Berry Petroleum Corporation,Energy,Oil & Gas Production
417,XAIR,"Beyond Air, Inc.",Health Care,Medical/Dental Instruments
418,BYND,"Beyond Meat, Inc.",Consumer Non-Durables,Packaged Foods
419,BYSI,"BeyondSpring, Inc.",Health Care,Major Pharmaceuticals
420,BGCP,"BGC Partners, Inc.",Finance,Investment Bankers/Brokers/Service
421,BCYC,Bicycle Therapeutics plc,Health Care,Major Pharmaceuticals
422,BGFV,Big 5 Sporting Goods Corporation,Consumer Services,Other Specialty Stores
423,BRPA,Big Rock Partners Acquisition Corp.,Finance,Business Services
424,BRPAR,Big Rock Partners Acquisition Corp.,Finance,Business Services
425,BRPAU,Big Rock Partners Acquisition Corp.,Finance,Business Services
426,BRPAW,Big Rock Partners Acquisition Corp.,Finance,Business Services
427,BILI,Bilibili Inc.,Technology,EDP Services
428,BASI,"Bioanalytical Systems, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
429,BCDA,"BioCardia, Inc.",,
430,BIOC,"Biocept, Inc.",Health Care,Medical Specialities
431,BCRX,"BioCryst Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
432,BDSI,"BioDelivery Sciences International, Inc.",Health Care,Major Pharmaceuticals
433,BFRA,Biofrontera AG,Health Care,Major Pharmaceuticals
434,BIIB,Biogen Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
435,BHTG,"BioHiTech Global, Inc.",Consumer Services,Other Consumer Services
436,BKYI,"BIO-key International, Inc.",Technology,Computer Communications Equipment
437,BIOL,"Biolase, Inc.",Health Care,Medical/Dental Instruments
438,BLFS,"BioLife Solutions, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
439,BLRX,BioLineRx Ltd.,Health Care,Major Pharmaceuticals
440,BMRN,BioMarin Pharmaceutical Inc.,Health Care,Major Pharmaceuticals
441,BMRA,"Biomerica, Inc.",Health Care,Medical/Dental Instruments
442,BNGO,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
443,BNGOW,"Bionano Genomics, Inc.",Capital Goods,Biotechnology: Laboratory Analytical Instruments
444,BVXV,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
445,BVXVW,BiondVax Pharmaceuticals Ltd.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
446,BNKL,Bionik Laboratories Corp.,,
447,BPTH,"Bio-Path Holdings, Inc.",Health Care,Major Pharmaceuticals
448,BIOS,"BioScrip, Inc.",Health Care,Medical/Nursing Services
449,BSGM,"BioSig Technologies, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
450,BSTC,BioSpecifics Technologies Corp,Health Care,Major Pharmaceuticals
451,TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
452,BEAT,"BioTelemetry, Inc.",Health Care,Medical Specialities
453,BTAI,"BioXcel Therapeutics, Inc.",Health Care,Major Pharmaceuticals
454,BIQI,BIQI International Holdings Corporation,Consumer Non-Durables,Farming/Seeds/Milling
455,BJRI,"BJ&#39;s Restaurants, Inc.",Consumer Services,Restaurants
456,BRAC,Black Ridge Acquisition Corp.,Consumer Services,Services-Misc. Amusement & Recreation
457,BRACR,Black Ridge Acquisition Corp.,Consumer Services,Services-Misc. Amusement & Recreation
458,BRACU,Black Ridge Acquisition Corp.,Consumer Services,Services-Misc. Amusement & Recreation
459,BRACW,Black Ridge Acquisition Corp.,Consumer Services,Services-Misc. Amusement & Recreation
460,BLKB,"Blackbaud, Inc.",Technology,Computer Software: Prepackaged Software
461,BL,"BlackLine, Inc.",Technology,Computer Software: Prepackaged Software
462,BKCC,BlackRock Capital Investment Corporation,,
463,TCPC,BlackRock TCP Capital Corp.,,
464,BLNK,Blink Charging Co.,Consumer Durables,Electrical Products
465,BLNKW,Blink Charging Co.,Consumer Durables,Electrical Products
466,BLMN,"Bloomin&#39; Brands, Inc.",Consumer Services,Restaurants
467,BCOR,"Blucora, Inc.",Finance,Finance: Consumer Services
468,BLBD,Blue Bird Corporation,Capital Goods,Construction/Ag Equipment/Trucks
469,BHAT,Blue Hat Interactive Entertainment Technology,Consumer Non-Durables,Recreational Products/Toys
470,BLUE,"bluebird bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
471,BKEP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
472,BKEPP,"Blueknight Energy Partners L.P., L.L.C.",Energy,Natural Gas Distribution
473,BPMC,Blueprint Medicines Corporation,Health Care,Major Pharmaceuticals
474,ITEQ,BlueStar Israel Technology ETF,,
475,BMCH,"BMC Stock Holdings, Inc.",Consumer Services,RETAIL: Building Materials
476,WIFI,"Boingo Wireless, Inc.",Consumer Services,Telecommunications Equipment
477,BOKF,BOK Financial Corporation,Finance,Major Banks
478,BOKFL,BOK Financial Corporation,Finance,Major Banks
479,BNSO,"Bonso Electronics International, Inc.",Capital Goods,Industrial Machinery/Components
480,BKNG,Booking Holdings Inc.,Miscellaneous,Business Services
481,BRQS,"Borqs Technologies, Inc. ",Technology,EDP Services
482,BOMN,Boston Omaha Corporation,Finance,Real Estate
483,BPFH,"Boston Private Financial Holdings, Inc.",Finance,Major Banks
484,EPAY,"Bottomline Technologies, Inc.",Technology,Computer Software: Prepackaged Software
485,BOXL,Boxlight Corporation,Miscellaneous,Industrial Machinery/Components
486,BWMC,Boxwood Merger Corp.,Finance,Business Services
487,BWMCU,Boxwood Merger Corp.,Finance,Business Services
488,BWMCW,Boxwood Merger Corp.,Finance,Business Services
489,BBRX,"Braeburn Pharmaceuticals, Inc.",,
490,BCLI,Brainstorm Cell Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
491,BWAY,Brainsway Ltd.,Health Care,Medical/Dental Instruments
492,BDGE,"Bridge Bancorp, Inc.",Finance,Major Banks
493,BBIO,"BridgeBio Pharma, Inc.",Health Care,Major Pharmaceuticals
494,BLIN          ,"Bridgeline Digital, Inc.",Technology,Computer Software: Prepackaged Software
495,BWB,"Bridgewater Bancshares, Inc.",Finance,Major Banks
496,BRID,Bridgford Foods Corporation,Consumer Non-Durables,Specialty Foods
497,BCOV,Brightcove Inc.,Technology,EDP Services
498,BHF,"Brighthouse Financial, Inc.",Finance,Life Insurance
499,BHFAL,"Brighthouse Financial, Inc.",Finance,Life Insurance
500,BHFAP,"Brighthouse Financial, Inc.",Finance,Life Insurance
501,AVGO,Broadcom Inc.,Technology,Semiconductors
502,BVSN,"BroadVision, Inc.",Technology,Computer Software: Prepackaged Software
503,BYFC,Broadway Financial Corporation,Finance,Savings Institutions
504,BWEN,"Broadwind Energy, Inc.",Capital Goods,Metal Fabrications
505,BPY,Brookfield Property Partners L.P.,Finance,Real Estate
506,BPYPP,Brookfield Property Partners L.P.,Finance,Real Estate
507,BPR,Brookfield Property REIT Inc.,Consumer Services,Real Estate Investment Trusts
508,BPRAP,Brookfield Property REIT Inc.,Consumer Services,Real Estate Investment Trusts
509,BRKL,"Brookline Bancorp, Inc.",Finance,Savings Institutions
510,BRKS,"Brooks Automation, Inc.",Technology,Industrial Machinery/Components
511,DOOO,BRP Inc.,Capital Goods,Industrial Specialties
512,BRKR,Bruker Corporation,Capital Goods,Biotechnology: Laboratory Analytical Instruments
513,BMTC,Bryn Mawr Bank Corporation,Finance,Major Banks
514,BSQR,BSQUARE Corporation,Miscellaneous,Business Services
515,BLDR,"Builders FirstSource, Inc.",Consumer Services,RETAIL: Building Materials
516,BFST,"Business First Bancshares, Inc.",Finance,Major Banks
517,CFFI,C&F Financial Corporation,Finance,Major Banks
518,CHRW,"C.H. Robinson Worldwide, Inc.",Transportation,Oil Refining/Marketing
519,CCMP,Cabot Microelectronics Corporation,Technology,Semiconductors
520,CDNS,"Cadence Design Systems, Inc.",Technology,Computer Software: Prepackaged Software
521,CDZI,"Cadiz, Inc.",Public Utilities,Water Supply
522,CZR,Caesars Entertainment Corporation,Consumer Services,Hotels/Resorts
523,CSTE,Caesarstone Ltd.,Capital Goods,Building Materials
524,CLBS,"Caladrius Biosciences, Inc.",Health Care,Hospital/Nursing Management
525,CHY,Calamos Convertible and High Income Fund,,
526,CHI,Calamos Convertible Opportunities and Income Fund,,
527,CCD,Calamos Dynamic Convertible & Income Fund,,
528,CHW,Calamos Global Dynamic Income Fund,,
529,CGO,Calamos Global Total Return Fund,,
530,CSQ,Calamos Strategic Total Return Fund,,
531,CAMP,CalAmp Corp.,Technology,Radio And Television Broadcasting And Communications Equipment
532,CVGW,"Calavo Growers, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
533,CALA,"Calithera Biosciences, Inc.",Health Care,Major Pharmaceuticals
534,CALM,"Cal-Maine Foods, Inc.",Consumer Non-Durables,Farming/Seeds/Milling
535,CLMT,"Calumet Specialty Products Partners, L.P.",Energy,Integrated oil Companies
536,CLXT,"Calyxt, Inc.",Basic Industries,Agricultural Chemicals
537,CMBM,Cambium Networks Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
538,CATC,Cambridge Bancorp,Finance,Major Banks
539,CAC,Camden National Corporation,Finance,Major Banks
540,CAMT,Camtek Ltd.,Capital Goods,Electronic Components
541,CSIQ,Canadian Solar Inc.,Technology,Semiconductors
542,CGIX,"Cancer Genetics, Inc.",Health Care,Medical Specialities
543,CPHC,Canterbury Park Holding Corporation,Consumer Services,Services-Misc. Amusement & Recreation
544,CBNK,"Capital Bancorp, Inc.",Finance,Major Banks
545,CCBG,Capital City Bank Group,Finance,Major Banks
546,CPLP,Capital Product Partners L.P.,Transportation,Marine Transportation
547,CSWC,Capital Southwest Corporation,Consumer Non-Durables,Textiles
548,CSWCL,Capital Southwest Corporation,Consumer Non-Durables,Textiles
549,CPTA,Capitala Finance Corp.,,
550,CPTAG,Capitala Finance Corp.,,
551,CPTAL,Capitala Finance Corp.,,
552,CFFN,"Capitol Federal Financial, Inc.",Finance,Savings Institutions
553,CAPR,"Capricor Therapeutics, Inc.",Health Care,Major Pharmaceuticals
554,CSTR,"CapStar Financial Holdings, Inc.",Finance,Major Banks
555,CPST,Capstone Turbine Corporation,Energy,Industrial Machinery/Components
556,CARA,"Cara Therapeutics, Inc.",Health Care,Major Pharmaceuticals
557,CBLK,"Carbon Black, Inc.",Technology,Computer Software: Prepackaged Software
558,CARB,"Carbonite, Inc.",Technology,EDP Services
559,CSII,"Cardiovascular Systems, Inc.",Health Care,Medical/Dental Instruments
560,CDLX,"Cardlytics, Inc.",Technology,"Computer Software: Programming, Data Processing"
561,CATM,Cardtronics plc,Miscellaneous,Business Services
562,CDNA,"CareDx, Inc.",Health Care,Medical Specialities
563,CECO,Career Education Corporation,Consumer Services,Other Consumer Services
564,CTRE,"CareTrust REIT, Inc.",Consumer Services,Real Estate Investment Trusts
565,CARG,"CarGurus, Inc.",Technology,EDP Services
566,CARO,Carolina Financial Corporation,Finance,Major Banks
567,CART,"Carolina Trust BancShares, Inc.",Finance,Major Banks
568,CRZO,"Carrizo Oil & Gas, Inc.",Energy,Oil & Gas Production
569,TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
570,CARE,Carter Bank & Trust,,
571,CARV,"Carver Bancorp, Inc.",Finance,Savings Institutions
572,CASA,"Casa Systems, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
573,CWST,"Casella Waste Systems, Inc.",Public Utilities,Environmental Services
574,CASY,"Caseys General Stores, Inc.",Consumer Durables,Automotive Aftermarket
575,CASI,"CASI Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
576,CASS,"Cass Information Systems, Inc",Miscellaneous,Business Services
577,SAVA,"Cassava Sciences, Inc.",Health Care,Major Pharmaceuticals
578,CSTL,"Castle Biosciences, Inc.",Health Care,Medical Specialities
579,CTRM,Castor Maritime Inc.,Transportation,Marine Transportation
580,CATB,"Catabasis Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
581,CBIO,"Catalyst Biosciences, Inc. ",Health Care,Major Pharmaceuticals
582,CPRX,"Catalyst Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
583,CATS,"Catasys, Inc.",Health Care,Hospital/Nursing Management
584,CATY,Cathay General Bancorp,Finance,Major Banks
585,CVCO,"Cavco Industries, Inc.",Basic Industries,Homebuilding
586,CBFV,"CB Financial Services, Inc.",Finance,Major Banks
587,CBAT,"CBAK Energy Technology, Inc.",Miscellaneous,Industrial Machinery/Components
588,CBMB,"CBM Bancorp, Inc.",Finance,Savings Institutions
589,CBOE,"Cboe Global Markets, Inc.",,
590,CBTX,"CBTX, Inc.",Finance,Major Banks
591,CDK,"CDK Global, Inc.",Miscellaneous,Business Services
592,CDW,CDW Corporation,Consumer Services,Catalog/Specialty Distribution
593,CECE,CECO Environmental Corp.,Capital Goods,Pollution Control Equipment
594,CELC,Celcuity Inc.,Health Care,Medical Specialities
595,CELG,Celgene Corporation,Health Care,Major Pharmaceuticals
596,CELGZ,Celgene Corporation,Health Care,Major Pharmaceuticals
597,CLDX,"Celldex Therapeutics, Inc.",Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
598,APOP,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments
599,APOPW,Cellect Biotechnology Ltd.,Health Care,Medical/Dental Instruments
600,CLRB,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
601,CLRBW,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
602,CLRBZ,"Cellectar Biosciences, Inc.",Health Care,Major Pharmaceuticals
603,CLLS,Cellectis S.A.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
604,CBMG,"Cellular Biomedicine Group, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
605,CLSN,Celsion Corporation,Health Care,Major Pharmaceuticals
606,CELH,"Celsius Holdings, Inc.",Consumer Non-Durables,Beverages (Production/Distribution)
607,CYAD,Celyad SA,Health Care,Major Pharmaceuticals
608,CETX,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
609,CETXP,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
610,CETXW,Cemtrex Inc.,Capital Goods,Industrial Machinery/Components
611,CDEV,"Centennial Resource Development, Inc.",Energy,Oil & Gas Production
612,CSFL,CenterState Bank Corporation,Finance,Major Banks
613,CETV,Central European Media Enterprises Ltd.,Consumer Services,Broadcasting
614,CFBK,Central Federal Corporation,Finance,Savings Institutions
615,CENT,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
616,CENTA,Central Garden & Pet Company,Consumer Durables,Consumer Specialties
617,CVCY,Central Valley Community Bancorp,Finance,Major Banks
618,CNTX,Centrexion Therapeutics Corporation,,
619,CTRC,Centric Brands Inc.,Consumer Non-Durables,Apparel
620,CENX,Century Aluminum Company,Basic Industries,Aluminum
621,CNBKA,"Century Bancorp, Inc.",Finance,Major Banks
622,CNTY,"Century Casinos, Inc.",Consumer Services,Hotels/Resorts
623,CRNT,Ceragon Networks Ltd.,Technology,Radio And Television Broadcasting And Communications Equipment
624,CERC,Cerecor Inc.,Health Care,Major Pharmaceuticals
625,CERN,Cerner Corporation,Technology,EDP Services
626,CERS,Cerus Corporation,Health Care,Medical/Dental Instruments
627,KOOL,Cesca Therapeutics Inc.,Capital Goods,Medical Specialities
628,CEVA,"CEVA, Inc.",Technology,Semiconductors
629,CFFA,CF Finance Acquisition Corp.,Finance,Business Services
630,CFFAU,CF Finance Acquisition Corp.,Finance,Business Services
631,CFFAW,CF Finance Acquisition Corp.,Finance,Business Services
632,CSBR,"Champions Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
633,CHNG,Change Healthcare Inc.,Technology,EDP Services
634,CHNGU,Change Healthcare Inc.,Technology,EDP Services
635,CYOU,Changyou.com Limited,Technology,Computer Software: Prepackaged Software
636,BURG,"Chanticleer Holdings, Inc.",Consumer Services,Restaurants
637,CTHR,Charles & Colvard Ltd.,Consumer Durables,Consumer Specialties
638,GTLS,"Chart Industries, Inc.",Capital Goods,Metal Fabrications
