Ticker,Name,Sector,Industry
PAA,"Plains All American Pipeline, L.P.",Basic Materials,Oil & Gas Pipelines
PACB,"Pacific Biosciences of California, Inc.",Healthcare,Biotechnology
PACW,PacWest Bancorp,Financial,Regional - Pacific Banks
PAG,"Penske Automotive Group, Inc.",Services,Auto Dealerships
PAMT,Parametric Sound Corporation,,
PANW,"Palo Alto Networks, Inc.",Technology,Networking & Communication Devices
PAR,PAR Technology Corporation,Technology,Application Software
PARS,Pharmos Corp.,,
PATH,"NuPathe, Inc.",,
PATR,"Patriot Transportation Holding, Inc.",Services,Trucking
PATK,Patrick Industries Inc.,Industrial Goods,"Lumber, Wood Production"
PAY,"VeriFone Systems, Inc.",Consumer Goods,Business Equipment
PAYX,"Paychex, Inc.",Services,Staffing & Outsourcing Services
PB,Prosperity Bancshares Inc.,Financial,Regional - Southwest Banks
PBCT,People's United Financial Inc.,Financial,Savings & Loans
PBF,PBF Energy Inc.,Basic Materials,Oil & Gas Refining & Marketing
PBH,"Prestige Brands Holdings, Inc.",Services,Medical Equipment Wholesale
PBHC,"Pathfinder Bancorp, Inc.",Financial,Savings & Loans
PBIB,Porter Bancorp Inc.,Financial,Regional - Southeast Banks
PBI,Pitney Bowes Inc.,Consumer Goods,Business Equipment
PBIO,"Pressure BioSciences, Inc.",Healthcare,Medical Appliances & Equipment
PBIP,"Prudential Bancorp, Inc.",Financial,Savings & Loans
PBSK,"Poage Bankshares, Inc.",Financial,Savings & Loans
PBY,,Services,Auto Parts Stores
PBYI,"Puma Biotechnology, Inc.",Healthcare,Biotechnology
PCAR,PACCAR Inc.,Consumer Goods,Trucks & Other Vehicles
PCBK,Pacific Continental Corp.,Financial,Regional - Pacific Banks
PCBS,"Provident Community Bancshares, Inc.",Financial,Savings & Loans
PCCC,"PC Connection, Inc.",Services,Computers Wholesale
PCG,,Utilities,Electric Utilities
PCL,Plum Creek Timber Co. Inc.,Industrial Goods,"Lumber, Wood Production"
PCLN,The Priceline Group Inc.,Services,Business Services
PCMI,"PCM, Inc.",Services,"Specialty Retail, Other"
PCP,Precision Castparts Corp.,Industrial Goods,Metal Fabrication
PCTI,"PCTEL, Inc.",Technology,Wireless Communications
PCYG,Park City Group Inc.,Technology,Business Software & Services
PCYO,Pure Cycle Corporation,Utilities,Water Utilities
PDCE,"PDC Energy, Inc.",Basic Materials,Independent Oil & Gas
PDCO,"Patterson Companies, Inc.",Services,Medical Equipment Wholesale
PDEX,Pro-Dex Inc.,Healthcare,Medical Instruments & Supplies
PDFS,PDF Solutions Inc.,Technology,Technical & System Software
PDLI,"PDL BioPharma, Inc.",Healthcare,Biotechnology
PDII,"PDI, Inc.",Services,Business Services
PDO,Pyramid Oil Company,Basic Materials,Independent Oil & Gas
PDH,PetroLogistics LP,Basic Materials,Chemicals - Major Diversified
PEBK,"Peoples Bancorp of North Carolina, Inc.",Financial,Regional - Mid-Atlantic Banks
PEBO,Peoples Bancorp Inc.,Financial,Regional - Midwest Banks
PEB,Pebblebrook Hotel Trust,Financial,REIT - Hotel/Motel
PEDH,"Peoples Educational Holdings, Inc.",Services,Publishing - Books
PEG,Public Service Enterprise Group Inc.,Utilities,Diversified Utilities
PEGA,Pegasystems Inc.,Technology,Business Software & Services
PEI,Pennsylvania Real Estate Investment Trust,Financial,REIT - Retail
PEIX,"Pacific Ethanol, Inc.",Basic Materials,Specialty Chemicals
PENN,Penn National Gaming Inc.,Services,Resorts & Casinos
PENX,Penford Corporation,Basic Materials,Specialty Chemicals
PEP,"Pepsico, Inc.",Consumer Goods,Beverages - Soft Drinks
PERF,"Perfumania Holdings, Inc.",Services,"Specialty Retail, Other"
PERY,Perry Ellis International Inc.,Consumer Goods,Textile - Apparel Clothing
PES,Pioneer Energy Services Corp.,Basic Materials,Oil & Gas Drilling & Exploration
PESI,Perma-Fix Environmental Services Inc.,Industrial Goods,Waste Management
PETM,"PetSmart, Inc.",Services,"Specialty Retail, Other"
PETS,"PetMed Express, Inc.",Healthcare,Drug Delivery
PEOP,"Peoples Federal Bancshares, Inc.",Financial,Regional - Northeast Banks
PF,Pinnacle Foods Inc.,Consumer Goods,Food - Major Diversified
PFBI,Premier Financial Bancorp Inc.,Financial,Regional - Southeast Banks
PFBX,Peoples Financial Corporation,Financial,Regional - Northeast Banks
PFE,Pfizer Inc.,Healthcare,Drug Manufacturers - Major
PFG,Principal Financial Group Inc.,Financial,Life Insurance
PFIN,,Industrial Goods,Small Tools & Accessories
PFIS,Peoples Financial Services Corp.,Financial,Regional - Northeast Banks
PFMT,Performant Financial Corporation,Services,Business Services
PFPT,"Proofpoint, Inc.",Technology,Application Software
PFS,"Provident Financial Services, Inc.",Financial,Savings & Loans
PFSI,"PennyMac Financial Services, Inc.",Financial,Mortgage Investment
PFSW,PFSweb Inc.,Services,Business Services
PG,The Procter & Gamble Company,Consumer Goods,Personal Products
PGC,Peapack-Gladstone Financial Corp.,Financial,Regional - Northeast Banks
PGEM,"Ply Gem Holdings, Inc",Industrial Goods,General Building Materials
PGI,"Premiere Global Services, Inc.",Technology,Diversified Communication Services
PGNX,"Progenics Pharmaceuticals, Inc.",Healthcare,Biotechnology
PGTI,"PGT, Inc.",Industrial Goods,General Building Materials
PHH,PHH Corporation,Financial,Credit Services
PHIIK,PHI Inc.,,
PHMD,"PhotoMedex, Inc.",Healthcare,Medical Appliances & Equipment
PHX,Panhandle Oil and Gas Inc.,Basic Materials,Independent Oil & Gas
PICO,PICO Holdings Inc.,Conglomerates,Conglomerates
PIKE,Pike Corporation,Industrial Goods,General Contractors
PII,"Polaris Industries, Inc.",Consumer Goods,Recreational Vehicles
PIR,"Pier 1 Imports, Inc.",Services,Home Furnishing Stores
PJC,Piper Jaffray Companies,Financial,Investment Brokerage - Regional
PKD,Parker Drilling Co.,Basic Materials,Oil & Gas Equipment & Services
PKE,Park Electrochemical Corp.,Technology,Semiconductor Equipment & Materials
PKG,Packaging Corporation of America,Consumer Goods,Packaging & Containers
PKOH,Park-Ohio Holdings Corp.,Services,Industrial Equipment Wholesale
PKT,"Procera Networks, Inc.",Technology,Business Software & Services
PL,Protective Life Corporation,Financial,Life Insurance
PLAB,Photronics Inc.,Technology,Semiconductor Equipment & Materials
PLCE,The Children,Services,Apparel Stores
PLCM,"Polycom, Inc.",Technology,Communication Equipment
PLMT,Palmetto Bancshares Inc.,Financial,Regional - Southeast Banks
PLPC,Preformed Line Products Company,Industrial Goods,Industrial Electrical Equipment
PLOW,"Douglas Dynamics, Inc.",Consumer Goods,Auto Parts
PLXS,Plexus Corp.,Technology,Printed Circuit Boards
PLT,"Plantronics, Inc.",Technology,Processing Systems & Products
PLUS,ePlus inc.,Technology,Application Software
PLXT,PLX Technology Inc.,Technology,Semiconductor - Integrated Circuits
PMC,PharMerica Corporation,Services,Drug Stores
PMCS,PMC-Sierra Inc.,Technology,Semiconductor - Integrated Circuits
PNBC,Princeton National Bancorp Inc.,Financial,Regional - Midwest Banks
PMFG,"PMFG, Inc.",Industrial Goods,Diversified Machinery
PNBK,Patriot National Bancorp Inc.,Financial,Regional - Northeast Banks
PNC,"The PNC Financial Services Group, Inc.",Financial,Money Center Banks
PNFP,Pinnacle Financial Partners Inc.,Financial,Regional - Southeast Banks
